"TABLE 2. SPECIES RANKED IN DESCENDING ORDER OF TOTAL FY2011 REPORTED EXPENDITURES, NOT INCLUDING LAND ACQUISITION COSTS",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16
,26,,,"hale, North Atlantic Right (Eubalaena glacialis)",,,E,,,"$10,958,108",,,"$702,287,491",,,
27.0,"Sturgeon, white (Acipenser transmontanus) -ID, MT, Canada (B.C.), Kootenai R.system",E,"$10,654,879","$712,942,370",,,,,,,,,,,,
,28,,,"innow, Rio Grande silvery (Hybognathus amarus) - Entire, except where EXPN",,,E,,,"$10,613,863",,,"$723,556,233",,,
29.0,"Sucker, razorback (Xyrauchen texanus) - Entire",E,"$10,595,567","$734,151,800",,,,,,,,,,,,
,30,,,"almon, chinook (Oncorhynchus (=Salmo) tshawytscha) - Central Valley spring-run",,,T,,,"$9,994,281",,,"$744,146,081",,,
,SU,,,,,,,,,,,,,,,
31.0,"Salmon, chum (Oncorhynchus (=Salmo) keta) - Columbia R.",T,"$9,573,118","$753,719,199",,,,,,,,,,,,
,32,,,"ern, least (Sterna antillarum) - interior pop.",,,E,,,"$9,396,134",,,"$763,115,333",,,
33.0,Steelhead (Oncorhynchus (=Salmo) mykiss) - Central Valley CA,T,"$9,230,579","$772,345,912",,,,,,,,,,,,
,34,,,"ea turtle, loggerhead (Caretta caretta)",,,T,,,"$9,104,266",,,"$781,450,178",,,
35.0,Steelhead (Oncorhynchus (=Salmo) mykiss) - Puget Sound DPS,T,"$9,040,155","$790,490,333",,,,,,,,,,,,
,36,,,"hub, humpback (Gila cypha) - Entire",,,E,,,"$9,036,639",,,"$799,526,972",,,
37.0,"Smelt, delta (Hypomesus transpacificus)",T,"$8,801,018","$808,327,990",,,,,,,,,,,,
,38,,,"almon, coho (Oncorhynchus (=Salmo) kisutch) - Central CA Coast ESU",,,E,,,"$8,009,617",,,"$816,337,607",,,
39.0,"Sea turtle, leatherback (Dermochelys coriacea)",E,"$7,587,774","$823,925,381",,,,,,,,,,,,
,40,,,"ear, grizzly (Ursus arctos horribilis) - lower 48, except where EXPN or delisted",,,T,,,"$7,586,563",,,"$831,511,944",,,
41.0,"Sea-lion, Steller (Eumetopias jubatus) - western pop.",E,"$7,156,704","$838,668,648",,,,,,,,,,,,
,42,,,teelhead (Oncorhynchus (=Salmo) mykiss) - central CA coast,,,T,,,"$6,856,803",,,"$845,525,451",,,
43.0,"Murrelet, marbled (Brachyramphus marmoratus) - CA, OR, WA",T,"$6,854,013","$852,379,464",,,,,,,,,,,,
,44,,,"almon, coho (Oncorhynchus (=Salmo) kisutch) - Oregon Coast ESU",,,T,,,"$6,820,495",,,"$859,199,959",,,
45.0,"Sea turtle, Kemp's ridley (Lepidochelys kempii)",E,"$6,664,434","$865,864,393",,,,,,,,,,,,
,46,,,"hub, bonytail (Gila elegans) - Entire",,,E,,,"$6,589,126",,,"$872,453,519",,,
47.0,"Owl, Mexican spotted (Strix occidentalis lucida)",T,"$6,579,778","$879,033,297",,,,,,,,,,,,
,48,,,"ea-lion, Steller (Eumetopias jubatus) - eastern pop.",,,T,,,"$6,515,216",,,"$885,548,513",,,
49.0,"Whale, humpback (Megaptera novaeangliae)",E,"$6,025,645","$891,574,158",,,,,,,,,,,,
,50,,,"ea turtle, hawksbill (Eretmochelys imbricata)",,,E,,,"$5,999,532",,,"$897,573,690",,,
51.0,"Pikeminnow (=squawfish), Colorado (Ptychocheilus lucius) - except Salt and Verde R.drainages, AZ",E,"$5,942,724","$903,516,414",,,,,,,,,,,,
,52,,,"anatee, West Indian (Trichechus manatus)",,,E,,,"$5,851,959",,,"$909,368,373",,,
,3,,,"almon, sockeye (Oncorhynchus (=Salmo) nerka) - Ozette Lake, WA",,,T,,,"$5,765,246",,,"$915,133,619",
54.0,"Salmon, chum (Oncorhynchus (=Salmo) keta) - summer-run Hood Canal",T,"$5,670,660","$920,804,279",,,,,,,,,,
,5,,,"rout, Lahontan cutthroat (Oncorhynchus clarki henshawi)",,,T,,,"$5,635,926",,,"$926,440,205",
56.0,"Sea turtle, green (Chelonia mydas) - except where endangered",T,"$5,309,962","$931,750,167",,,,,,,,,,
,7,,,teelhead (Oncorhynchus (=Salmo) mykiss) - northern CA,,,T,,,"$5,071,909",,,"$936,822,076",
58.0,"Salmon, chinook (Oncorhynchus (=Salmo) tshawytscha) - CA coastal",T,"$4,988,639","$941,810,715",,,,,,,,,,
,9,,,teelhead (Oncorhynchus (=Salmo) mykiss) - southern CA coast,,,E,,,"$4,879,067",,,"$946,689,782",
60.0,"Bear, Louisiana black (Ursus americanus luteolus)",T,"$4,681,456","$951,371,238",,,,,,,,,,
,1,,,"ynx, Canada (Lynx canadensis) - Contiguous U.S. DPS",,,T,,,"$4,650,834",,,"$956,022,072",
62.0,"Frog, California red-legged (Rana draytonii) - Entire",T,"$4,487,346","$960,509,418",,,,,,,,,,
,3,,,teelhead (Oncorhynchus (=Salmo) mykiss) - south central CA coast,,,T,,,"$4,472,609",,,"$964,982,027",
64.0,"Warbler (=wood), golden-cheeked (Dendroica chrysoparia)",E,"$4,471,850","$969,453,877",,,,,,,,,,
,5,,,"turgeon, North American green (Acipenser medirostris) - CA Southern Distinct",,,T,,,"$4,453,145",,,"$973,907,022",
,opulation Segment,,,,,,,,,,,,,
66.0,"Plover, western snowy (Charadrius alexandrinus nivosus) - Pacific coastal pop.",T,"$4,449,551","$978,356,573",,,,,,,,,,
,7,,,"hale, sperm (Physeter catodon (=macrocephalus))",,,E,,,"$4,262,227",,,"$982,618,800",
68.0,"Vireo, least Bell's (Vireo bellii pusillus)",E,"$4,127,989","$986,746,789",,,,,,,,,,
,9,,,"airy shrimp, vernal pool (Branchinecta lynchi)",,,T,,,"$4,096,344",,,"$990,843,133",
70.0,"Bear, polar (Ursus maritimus)",T,"$3,913,013","$994,756,146",,,,,,,,,,
,1,,,"eal, Hawaiian monk (Monachus schauinslandi)",,,E,,,"$3,791,999",,,"$998,548,145",
72.0,"Wolf, gray (Canis lupus) - All of AL, AR, CA, CO, CT, DE, FL, GA, KS, KY, LA,MA, MD, ME, MO, MS, NC, NE, NH, NJ, NV, NY, OK, PA, RI, SC, TN, VA, VTand WV; those portions of AZ, NM, and TX not included in EXPN; and portions ofIA, IN, IL, ND, OH, OR, SD, UT, and WA. Mexico.",E,"$3,791,792","$1,002,339,937",,,,,,,,,,
,3,,,"alamander, California tiger (Ambystoma californiense) - Central CA DPS",,,T,,,"$3,756,372",,,"$1,006,096,309",
74.0,"Whale, bowhead (Balaena mysticetus)",E,"$3,481,326","$1,009,577,635",,,,,,,,,,
,5,,,"hale, blue (Balaenoptera musculus)",,,E,,,"$3,400,703",,,"$1,012,978,338",
76.0,"Sucker, Lost River (Deltistes luxatus)",E,"$3,291,101","$1,016,269,439",,,,,,,,,,
,7,,,"ucker, shortnose (Chasmistes brevirostris)",,,E,,,"$3,281,897",,,"$1,019,551,336",
78.0,"Whale, Beluga (Delphinapterus leucas) - Cook Inlet DPS",E,"$3,280,880","$1,022,832,216",,,,,,,,,,
,9,,,"hale, Sei (Balaenoptera borealis)",,,E,,,"$3,170,385",,,"$1,026,002,601",
80.0,"Mouse, Perdido Key beach (Peromyscus polionotus trissyllepsis)",E,"$3,156,728","$1,029,159,329",,,,,,,,,,
,1,,,"hale, finback (Balaenoptera physalus)",,,E,,,"$2,994,645",,,"$1,032,153,974",
82.0,"Gnatcatcher, coastal California (Polioptila californica californica)",T,"$2,930,214","$1,035,084,188",,,,,,,,,,
,3,,,"ail, Yuma clapper (Rallus longirostris yumanensis) - U.S.A. only",,,E,,,"$2,830,316",,,"$1,037,914,504",
84.0,"Tadpole shrimp, vernal pool (Lepidurus packardi)",E,"$2,768,590","$1,040,683,094",,,,,,,,,,
,5,,,"hale, North Pacific Right (Eubalaena japonica) - Entire",,,E,,,"$2,762,940",,,"$1,043,446,034",
86.0,"Beetle, valley elderberry longhorn (Desmocerus californicus dimorphus)",T,"$2,647,174","$1,046,093,208",,,,,,,,,,
,7,,,"crub-jay, Florida (Aphelocoma coerulescens)",,,T,,,"$2,588,613",,,"$1,048,681,821",
88.0,"Sucker, Santa Ana (Catostomus santaanae) - 3 CA river basins",T,"$2,574,476","$1,051,256,297",,,,,,,,,,
,9,,,"urtle, bog (=Muhlenberg) (Clemmys muhlenbergii) - northern",,,T,,,"$2,545,988",,,"$1,053,802,285",
90.0,"Shrike, San Clemente loggerhead (Lanius ludovicianus mearnsi)",E,"$2,527,458","$1,056,329,743",,,,,,,,,,
,1,,,"ern, California least (Sterna antillarum browni)",,,E,,,"$2,370,553",,,"$1,058,700,296",
92.0,"Panther, Florida (Puma (=Felis) concolor coryi)",E,"$2,289,299","$1,060,989,595",,,,,,,,,,
,3,,,"erret, black-footed (Mustela nigripes) – entire, except where EXPN",,,E,,,"$2,284,964",,,"$1,063,274,559",
94.0,"Tiger beetle, Puritan (Cicindela puritana)",T,"$2,229,631","$1,065,504,190",,,,,,,,,,
,5,,,alila (honeycreeper) (Loxioides bailleui),,,E,,,"$2,203,987",,,"$1,067,708,177",
96.0,"Pocketbook, Ouachita rock (Arkansia wheeleri)",E,"$2,170,960","$1,069,879,137",,,,,,,,,,
,7,,,"olf, gray (Canis lupus) - WY, ID, MT",,,EXPN,,,"$2,167,805",,,"$1,072,046,942",
98.0,"Stork, wood (Mycteria americana) - AL, FL, GA, SC",E,"$2,163,706","$1,074,210,648",,,,,,,,,,
,9,,,"olf, gray (Canis lupus) - MN",,,T,,,"$2,160,100",,,"$1,076,370,748",
100.0,"Prairie dog, Utah (Cynomys parvidens)",T,"$2,158,509","$1,078,529,257",,,,,,,,,,
,01,,,"olf, gray (Canis lupus) - Mexican gray wolf, EXPN population",,,EXPN,,,"$2,144,099",,,"$1,080,673,356",
102.0,"Crane, whooping (Grus americana) - except where EXPN",E,"$2,018,997","$1,082,692,353",,,,,,,,,,
,03,,,"hale, killer (Orcinus orca) - Southern Resident DPS",,,E,,,"$1,955,150",,,"$1,084,647,503",
104.0,"Condor, California (Gymnogyps californianus) - Entire, except where EXPN",E,"$1,930,919","$1,086,578,422",,,,,,,,,,
,05,,,"turgeon, gulf (Acipenser oxyrinchus desotoi)",,,T,,,"$1,922,861",,,"$1,088,501,283",
106.0,"Sea turtle, green (Chelonia mydas) - FL, Mexico nesting pops.",E,"$1,920,717","$1,090,422,000",,,,,,,,,,
,07,,,"nake, giant garter (Thamnophis gigas)",,,T,,,"$1,860,390",,,"$1,092,282,390",
108.0,"Rail, light-footed clapper (Rallus longirostris levipes) - U.S.A. only",E,"$1,812,036","$1,094,094,426",,,,,,,,,,
,09,,,"ea turtle, olive ridley (Lepidochelys olivacea) - except where endangered",,,T,,,"$1,765,497",,,"$1,095,859,923",
110.0,"Coral, staghorn (Acropora cervicornis)",T,"$1,687,873","$1,097,547,796",,,,,,,,,,
,11,,,"arrot, Puerto Rican (Amazona vittata)",,,E,,,"$1,629,500",,,"$1,099,177,296",
112.0,"Eider, spectacled (Somateria fischeri)",T,"$1,624,543","$1,100,801,839",,,,,,,,,,
,,,Total,Total,,,,,,,,,,,,
113.0,"Coral, elkhorn (Acropora palmata)",T,"$1,620,149","$1,102,421,988",,,,,,,,,,,,
,14,,,"ilk-vetch, Holmgren (Astragalus holmgreniorum)",,,E,,,"$1,557,075",,,"$1,103,979,063",,,
115.0,"Bear-poppy, Dwarf (Arctomecon humilis)",E,"$1,551,000","$1,105,530,063",,,,,,,,,,,,
,16,,,"utterfly, Karner blue (Lycaeides melissa samuelis)",,,E,,,"$1,534,478",,,"$1,107,064,541",,,
117.0,"Warbler, Kirtland's (Dendroica kirtlandii)",E,"$1,496,614","$1,108,561,155",,,,,,,,,,,,
,18,,,"eetle, American burying (Nicrophorus americanus)",,,E,,,"$1,489,166",,,"$1,110,050,321",,,
119.0,"Eider, Steller's (Polysticta stelleri) - AK breeding pop.",T,"$1,467,593","$1,111,517,914",,,,,,,,,,,,
,20,,,"ite, Everglade snail (Rostrhamus sociabilis plumbeus) - FL pop.",,,E,,,"$1,437,717",,,"$1,112,955,631",,,
121.0,"Sawfish, smalltooth (Pristis pectinata)",E,"$1,423,833","$1,114,379,464",,,,,,,,,,,,
,22,,,"nake, eastern indigo (Drymarchon corais couperi)",,,T,,,"$1,368,341",,,"$1,115,747,805",,,
123.0,"Mouse, salt marsh harvest (Reithrodontomys raviventris)",E,"$1,366,130","$1,117,113,935",,,,,,,,,,,,
,24,,,"lover, showy Indian (Trifolium amoenum)",,,E,,,"$1,346,100",,,"$1,118,460,035",,,
125.0,"Fox, San Joaquin kit (Vulpes macrotis mutica)",E,"$1,341,390","$1,119,801,425",,,,,,,,,,,,
,26,,,"at, gray (Myotis grisescens)",,,E,,,"$1,336,681",,,"$1,121,138,106",,,
127.0,"Falcon, northern aplomado (Falco femoralis septentrionalis) - except where EXPN",E,"$1,295,229","$1,122,433,335",,,,,,,,,,,,
,28,,,"tter, southern sea (Enhydra lutris nereis) - except where EXPN",,,T,,,"$1,241,943",,,"$1,123,675,278",,,
129.0,"Mucket, pink (pearlymussel) (Lampsilis abrupta)",E,"$1,180,916","$1,124,856,194",,,,,,,,,,,,
,30,,,"ortoise, gopher (Gopherus polyphemus) - W of of Mobile/Tombigbee Rs.",,,T,,,"$1,149,655",,,"$1,126,005,849",,,
131.0,"Sucker, June (Chasmistes liorus)",E,"$1,149,000","$1,127,154,849",,,,,,,,,,,,
,32,,,"rout, Apache (Oncorhynchus apache)",,,T,,,"$1,146,436",,,"$1,128,301,285",,,
133.0,"Abalone, Black (Haliotis cracherodii)",E,"$1,112,864","$1,129,414,149",,,,,,,,,,,,
,34,,,"oose, Hawaiian (Branta (=Nesochen) sandvicensis)",,,E,,,"$1,103,876",,,"$1,130,518,025",,,
135.0,"Snails, Oahu tree (Achatinella spp.)",E,"$1,081,522","$1,131,599,547",,,,,,,,,,,,
,36,,,"rout, Gila (Oncorhynchus gilae)",,,T,,,"$1,073,130",,,"$1,132,672,677",,,
137.0,"Pronghorn, Sonoran (Antilocapra americana sonoriensis) - Entire",E,"$1,056,770","$1,133,729,447",,,,,,,,,,,,
,38,,,"hiner, Pecos bluntnose (Notropis simus pecosensis)",,,T,,,"$1,054,262",,,"$1,134,783,709",,,
139.0,"Peppergrass, Slickspot (Lepidium papilliferum)",T,"$1,045,487","$1,135,829,196",,,,,,,,,,,,
,40,,,ui-ui (Chasmistes cujus),,,E,,,"$1,025,614",,,"$1,136,854,810",,,
141.0,"Abalone, white (Haliotis sorenseni) - North America (West Coast from PointConception, CA, to Punta Abreojos, Baja California, Mexico)",E,"$1,025,051","$1,137,879,861",,,,,,,,,,,,
,42,,,"rog, mountain yellow-legged (Rana muscosa) - southern California DPS",,,E,,,"$1,023,848",,,"$1,138,903,709",,,
143.0,"Rail, California clapper (Rallus longirostris obsoletus)",E,"$1,011,890","$1,139,915,599",,,,,,,,,,,,
,44,,,"ulachon, Pacific (Thaleichthys pacificus) - Southern DPS",,,T,,,"$1,007,420",,,"$1,140,923,019",,,
145.0,"Dace, Moapa (Moapa coriacea)",E,"$991,671","$1,141,914,690",,,,,,,,,,,,
,46,,,"at, Hawaiian hoary (Lasiurus cinereus semotus)",,,E,,,"$984,790",,,"$1,142,899,480",,,
147.0,"Shiner, Topeka (Notropis topeka (=tristis))",E,"$983,110","$1,143,882,590",,,,,,,,,,,,
,48,,,"agle, bald (Haliaeetus leucocephalus) - Sonoran Desert DPS",,,T,,,"$975,279",,,"$1,144,857,869",,,
149.0,Higgins eye (pearlymussel) (Lampsilis higginsii),E,"$940,115","$1,145,797,984",,,,,,,,,,,,
,50,,,"aguarundi, Gulf Coast (Herpailurus (=Felis) yagouaroundi cacomitli)",,,E,,,"$907,675",,,"$1,146,705,659",,,
151.0,"Wolf, red (Canis rufus) - portions of NC and TN",EXPN,"$906,450","$1,147,612,109",,,,,,,,,,,,
,52,,,"alamander, California tiger (Ambystoma californiense) - CA - Sonoma County",,,E,,,"$899,100",,,"$1,148,511,209",,,
153.0,"Mapleleaf, winged (Quadrula fragosa) - Entire; except where EXPN",E,"$895,983","$1,149,407,192",,,,,,,,,,,,
,54,,,"row, Mariana (=aga) (Corvus kubaryi)",,,E,,,"$895,195",,,"$1,150,302,387",,,
155.0,"Toad, arroyo (=arroyo southwestern) (Bufo californicus (=microscaphus))",E,"$877,448","$1,151,179,835",,,,,,,,,,,,
,56,,,"eagrass, Johnson's (Halophila johnsonii)",,,T,,,"$876,596",,,"$1,152,056,431",,,
157.0,"Whipsnake (=striped racer), Alameda (Masticophis lateralis euryxanthus)",T,"$875,360","$1,152,931,791",,,,,,,,,,,,
,58,,,"abbit, riparian brush (Sylvilagus bachmani riparius)",,,E,,,"$868,130",,,"$1,153,799,921",,,
159.0,"Crow, Hawaiian (='alala) (Corvus hawaiiensis)",E,"$846,453","$1,154,646,374",,,,,,,,,,,,
,60,,,"iger beetle, northeastern beach (Cicindela dorsalis dorsalis)",,,T,,,"$842,241",,,"$1,155,488,615",,,
161.0,"Butterfly, Fender's blue (Icaricia icarioides fenderi)",E,"$836,782","$1,156,325,397",,,,,,,,,,,,
,62,,,"upine, Kincaid's (Lupinus sulphureus (=oreganus) ssp. kincaidii (=var. kincaidii))",,,T,,,"$824,176",,,"$1,157,149,573",,,
163.0,"Bat, Mariana fruit (=Mariana flying fox) (Pteropus mariannus mariannus) - Entire",T,"$806,960","$1,157,956,533",,,,,,,,,,,,
,64,,,"ireo, black-capped (Vireo atricapilla)",,,E,,,"$806,060",,,"$1,158,762,593",,,
165.0,"Goby, tidewater (Eucyclogobius newberryi) - Entire",E,"$799,322","$1,159,561,915",,,,,,,,,,,,
,66,,,"rane, whooping (Grus americana) - AL, AR, GA, IL, IN, IA, KY, LA, MI, MN, MS,",,,EXPN,,,"$797,783",,,"$1,160,359,698",,,
,"O, NC, OH, SC, TN, VA, WI, WV",,,,,,,,,,,,,,,
167.0,"Darter, boulder (Etheostoma wapiti)",E,"$792,200","$1,161,151,898",,,,,,,,,,,,
,68,,,"hub, Virgin River (Gila seminuda (=robusta))",,,E,,,"$778,517",,,"$1,161,930,415",,,
169.0,"Caracara, Audubon's crested (Polyborus plancus audubonii) - FL pop.",T,"$759,009","$1,162,689,424",,,,,,,,,,,,
,70,,,"ea turtle, olive ridley (Lepidochelys olivacea) - Mexican nesting pop.",,,E,,,"$752,454",,,"$1,163,441,878",,,
171.0,"Trout, Little Kern golden (Oncorhynchus aguabonita whitei)",T,"$734,500","$1,164,176,378",,,,,,,,,,,,
,72,,,"earlymussel, birdwing (Lemiox rimosus) – Entire; Except where EXPN",,,E,,,"$731,933",,,"$1,164,908,311",,,
173.0,"Frog, Chiricahua leopard (Rana chiricahuensis)",T,"$724,235","$1,165,632,546",,,,,,,,,,,,
,74,,,"earlymussel, cracking (Hemistena lata) - Entire; Except where EXPN",,,E,,,"$715,813",,,"$1,166,348,359",,,
,,,,,,,,,,,,,,,,
,75,,,"oundfin (Plagopterus argentissimus) - except Gila R. drainage, AZ, NM",,,E,,,"$706,625",,,"$1,167,054,984",
176.0,"Plover, piping (Charadrius melodus) - Great Lakes watershed",E,"$704,903","$1,167,759,887",,,,,,,,,,
,77,,,"hearwater, Newell's Townsend's (Puffinus auricularis newelli)",,,T,,,"$697,616",,,"$1,168,457,503",
178.0,"Petrel, Hawaiian dark-rumped (Pterodroma phaeopygia sandwichensis)",E,"$696,258","$1,169,153,761",,,,,,,,,,
,79,,,"onkeyface, Cumberland (pearlymussel) (Quadrula intermedia) - Entire; Except",,,E,,,"$692,941",,,"$1,169,846,702",
,here EXPN,,,,,,,,,,,,,
180.0,Ocelot (Leopardus (=Felis) pardalis),E,"$689,469","$1,170,536,171",,,,,,,,,,
,81,,,"abbit, pygmy (Brachylagus idahoensis) - Columbia Basin DPS",,,E,,,"$672,400",,,"$1,171,208,571",
182.0,"Paintbrush, golden (Castilleja levisecta)",T,"$660,754","$1,171,869,325",,,,,,,,,,
,83,,,"igtoe, finerayed (Fusconaia cuneolus) - Tennessee River below Wilson Dam, Colbert",,,EXPN,,,"$657,000",,,"$1,172,526,325",
,"nd Lauderdale Counties, AL",,,,,,,,,,,,,
184.0,"Pigtoe, shiny (Fusconaia cor) - Tennessee River below  Wilson Dam, Colbert andLauderdale Counties, AL",EXPN,"$638,000","$1,173,164,325",,,,,,,,,,
,85,,,"arter, fountain (Etheostoma fonticola)",,,E,,,"$637,926",,,"$1,173,802,251",
186.0,"Darter, Okaloosa (Etheostoma okaloosae)",E,"$633,000","$1,174,435,251",,,,,,,,,,
,87,,,"edgemussel, dwarf (Alasmidonta heterodon)",,,E,,,"$632,345",,,"$1,175,067,596",
188.0,"Logperch, Roanoke (Percina rex)",E,"$620,218","$1,175,687,814",,,,,,,,,,
,89,,,"utterfly, Oregon silverspot (Speyeria zerene hippolyta)",,,T,,,"$600,735",,,"$1,176,288,549",
190.0,"Chub, Oregon (Oregonichthys crameri)",T,"$596,044","$1,176,884,593",,,,,,,,,,
,91,,,pikedace (Meda fulgida),,,T,,,"$591,135",,,"$1,177,475,728",
192.0,"Minnow, loach (Tiaroga cobitis)",T,"$589,458","$1,178,065,186",,,,,,,,,,
,93,,,"izard, blunt-nosed leopard (Gambelia silus)",,,E,,,"$583,596",,,"$1,178,648,782",
194.0,"Mouse, Pacific pocket (Perognathus longimembris pacificus)",E,"$552,162","$1,179,200,944",,,,,,,,,,
,95,,,"alamander, California tiger (Ambystoma californiense) - CA - Santa Barbara County",,,E,,,"$547,202",,,"$1,179,748,146",
196.0,"Pupfish, Devils Hole (Cyprinodon diabolis)",E,"$538,926","$1,180,287,072",,,,,,,,,,
,97,,,"tter, Northern Sea (Enhydra lutris kenyoni) - southwest Alaska DPS",,,T,,,"$535,869",,,"$1,180,822,941",
198.0,"Elktoe, Appalachian (Alasmidonta raveneliana)",E,"$534,008","$1,181,356,949",,,,,,,,,,
,99,,,anshell (Cyprogenia stegaria),,,E,,,"$526,240",,,"$1,181,883,189",
200.0,"Whale, gray (Eschrichtius robustus) - W Pacific Ocean",E,"$516,483","$1,182,399,672",,,,,,,,,,
,01,,,"opminnow, Gila (incl. Yaqui) (Poeciliopsis occidentalis) - U.S.A. only",,,E,,,"$513,789",,,"$1,182,913,461",
202.0,"Condor, California (Gymnogyps californianus) - specific portions of AZ, NV and UT",EXPN,"$496,785","$1,183,410,246",,,,,,,,,,
,03,,,"avarretia, spreading (Navarretia fossalis)",,,T,,,"$491,803",,,"$1,183,902,049",
204.0,"Kangaroo rat, Stephens' (Dipodomys stephensi (incl. D. cascus))",E,"$488,544","$1,184,390,593",,,,,,,,,,
,05,,,"onardella, willowy (Monardella viminea)",,,E,,,"$487,334",,,"$1,184,877,927",
206.0,"Turtle, bog (=Muhlenberg) (Clemmys muhlenbergii) - southern",SAT,"$480,573","$1,185,358,500",,,,,,,,,,
,07,,,"aribou, woodland (Rangifer tarandus caribou) - Selkirk Mountain population",,,E,,,"$477,918",,,"$1,185,836,418",
208.0,"Catchfly, Spalding's (Silene spaldingii)",T,"$474,834","$1,186,311,252",,,,,,,,,,
,09,,,"hub, Gila (Gila intermedia)",,,E,,,"$472,264",,,"$1,186,783,516",
210.0,"Towhee, Inyo California (Pipilo crissalis eremophilus)",T,"$472,133","$1,187,255,649",,,,,,,,,,
