Rank,Species (50 CFR Part 17),Status,Species Total,Cumulative Total
1088,Pelos del diablo (Aristida portoricensis),E,"$1,000","$884,885,186"
1088,"Manaca, palma de (Calyptronoma rivalis)",T,"$1,000","$884,886,186"
1088,Palo de nigua (Cornutia obovata),E,"$1,000","$884,887,186"
1088,Higuero de sierra (Crescentia portoricensis),E,"$1,000","$884,888,186"
1088,Daphnopsis hellerana (=Sci name),E,"$1,000","$884,889,186"
1088,"Holly, Cook's (Ilex cookii)",E,"$1,000","$884,890,186"
1088,Lepanthes eltoroensis (=Sci name),E,"$1,000","$884,891,186"
1088,"Locoweed, Fassett's (Oxytropis campestris var. chartacea)",T,"$1,000","$884,892,186"
1088,Chupacallos (Pleodendron macranthum),E,"$1,000","$884,893,186"
1088,Erubia (Solanum drymophilum),E,"$1,000","$884,894,186"
1088,Ternstroemia subsessilis (=Sci name),E,"$1,000","$884,895,186"
1088,"Dudleya, Verity's (Dudleya verityi)",T,"$1,000","$884,896,186"
1088,Myrcia paganii (=Sci name),E,"$1,000","$884,897,186"
1088,Palo de jazmin (Styrax portoricensis),E,"$1,000","$884,898,186"
1088,Gesneria pauciflora (=Sci name),T,"$1,000","$884,899,186"
1088,Auerodendron pauciflorum (=Sci name),E,"$1,000","$884,900,186"
1088,Lyonia truncata var. proctorii (=Sci name),E,"$1,000","$884,901,186"
1088,Vernonia proctorii (=Sci name),E,"$1,000","$884,902,186"
1088,Cranichis ricartii (=Sci name),E,"$1,000","$884,903,186"
1089,"Checker-mallow, pedate (Sidalcea pedata)",E,$900,"$884,904,086"
1090,"Agave, Arizona (Agave arizonica)",DO,$850,"$884,904,936"
1091,"Orcutt grass, California (Orcuttia californica)",E,$806,"$884,905,742"
1092,Oha (Delissea rivularis),E,$679,"$884,906,421"
1092,Alani (Melicope quadrangularis),E,$679,"$884,907,100"
1092,Schiedea helleri (=Sci name),E,$679,"$884,907,779"
1092,Na`ena`e (Dubautia plantaginea ssp. humilis),E,$679,"$884,908,458"
1093,"Snail, armored (Pyrgulopsis (=Marstonia) pachyta)",E,$621,"$884,909,079"
1094,Pamakani (Tetramolopium capillare),E,$600,"$884,909,679"
1095,"Love grass, Fosberg's (Eragrostis fosbergii)",E,$579,"$884,910,258"
1095,Alani (Melicope saint-johnii),E,$579,"$884,910,837"
1095,Lo`ulu (Pritchardia remota),E,$579,"$884,911,416"
1095,Schiedea sarmentosa (=Sci name),E,$579,"$884,911,995"
1095,Schiedea verticillata (=Sci name),E,$579,"$884,912,574"
1095,Ko`oko`olau (Bidens wiebkei),E,$579,"$884,913,153"
1095,Gouania hillebrandii (=Sci name),E,$579,"$884,913,732"
1095,Hesperomannia lydgatei (=Sci name),E,$579,"$884,914,311"
1095,"Bluegrass, Hawaiian (Poa sandvicensis)",E,$579,"$884,914,890"
1095,Nehe (Lipochaeta kamolensis),E,$579,"$884,915,469"
1095,Lysimachia filifolia (=Sci name),E,$579,"$884,916,048"
1095,"Bluegrass, Mann's (Poa mannii)",E,$579,"$884,916,627"
1095,Poa siphonoglossa (=Sci name),E,$579,"$884,917,206"
1095,Ma`oli`oli (Schiedea apokremnos),E,$579,"$884,917,785"
1095,Schiedea lydgatei (=Sci name),E,$579,"$884,918,364"
1095,Schiedea spergulina var. leiopoda (=Sci name),E,$579,"$884,918,943"
1095,Schiedea spergulina var. spergulina (=Sci name),T,$579,"$884,919,522"
1095,Laulihilihi (Schiedea stellarioides),E,$579,"$884,920,101"
1095,`Akoko (Chamaesyce kuwaleana),E,$579,"$884,920,680"
1095,Haha (Cyanea mannii),E,$579,"$884,921,259"
1095,Haha (Cyanea recta),T,$579,"$884,921,838"
1095,Mapele (Cyrtandra cyaneoides),E,$579,"$884,922,417"
1095,Ha`iwale (Cyrtandra limahuliensis),T,$579,"$884,922,996"
1095,Trematolobelia singularis (=Sci name),E,$579,"$884,923,575"
1095,Haha (Cyanea remyi),E,$579,"$884,924,154"
1096,"Madtom, Scioto (Noturus trautmani)",E,$520,"$884,924,674"
1097,"Malacothrix, Santa Cruz Island (Malacothrix indecora)",E,$500,"$884,925,174"
1097,Diellia unisora (=Sci name),E,$500,"$884,925,674"
1098,"Mustard, Penland alpine fen (Eutrema penlandii)",T,$445,"$884,926,119"
1099,"Heather, mountain golden (Hudsonia montana)",T,$416,"$884,926,535"
1099,"Leather flower, Morefield's (Clematis morefieldii)",E,$416,"$884,926,951"
1100,"Springsnail, Alamosa (Tryonia alamosae)",E,$350,"$884,927,301"
1100,"Springsnail, Socorro (Pyrgulopsis neomexicana)",E,$350,"$884,927,651"
1100,"Isopod, Socorro (Thermosphaeroma thermophilus)",E,$350,"$884,928,001"
1100,"Mesa-mint, San Diego (Pogogyne abramsii)",E,$350,"$884,928,351"
1100,"Mesa-mint, Otay (Pogogyne nudiuscula)",E,$350,"$884,928,701"
1101,"Lampmussel, Alabama (Lampsilis virescens)AL; Free-Flowing Reach of the Tennessee River below the Wilson Dam,Colbert and Lauderdale Counties, AL",EXPN,$305,"$884,929,006"
1102,"Amphipod, Illinois cave (Gammarus acherondytes)",E,$270,"$884,929,276"
1103,"Clover, Monterey (Trifolium trichocalyx)",E,$244,"$884,929,520"
1104,"Seal, Guadalupe fur (Arctocephalus townsendi)",T,$205,"$884,929,725"
1104,"Pearlymussel, dromedary (Dromus dromas)AL; Free-Flowing Reach of the Tennessee River below the Wilson Dam,Colbert and Lauderdale Counties, AL",EXPN,$205,"$884,929,930"
1105,Cahow (Pterodroma cahow),E,$200,"$884,930,130"
1105,"Yerba santa, Lompoc (Eriodictyon capitatum)",E,$200,"$884,930,330"
1106,"Jaguarundi, Sinaloan (Herpailurus (=Felis) yagouaroundi tolteca)",E,$150,"$884,930,480"
1107,"Riversnail, Anthony's (Athearnia anthonyi)AL; Free-Flowing Reach of the Tennessee River below the Wilson Dam,Colbert and Lauderdale Counties, AL",EXPN,$142,"$884,930,622"
1108,"Roseroot, Leedy's (Sedum integrifolium ssp. leedyi)",T,$100,"$884,930,722"
1109,"Milk-vetch, heliotrope (Astragalus montii)",T,$90,"$884,930,812"
1110,"Primrose, Maguire (Primula maguirei)",T,$11,"$884,930,823"
1111,"Reed-mustard, Barneby (Schoenocrambe barnebyi)",E,$6,"$884,930,829"
1112,"Whale, gray (Eschrichtius robustus)W Pacific Ocean",E,$0,"$884,930,829"
