RANK,SPECIES NAME (50 CFR PART 17),SCIENTIFIC NAME,STATUS,"SPECIESTOTAL ($000)","CUMULATIVETOTAL","CUMULATIVEPERCENT"
312,"Limpet, Banbury Springs",Lanx sp.,E,72.41,"507,065.48",96.74%
313,"Creeper, Oahu",Paroreomyza maculata,E,71.5,"507,136.98",96.75%
314,"Thelypody, Howell's spectacular",Thelypodium howellii spectabilis,T,71.5,"507,208.48",96.76%
315,"Crane, Mississippi sandhill",Grus canadensis pulla,E,71.14,"507,279.62",96.78%
316,"Kangaroo rat, San Bernardino Merriam's",Dipodomys merriami parvus,E,70.44,"507,350.05",96.79%
317,"Megapode, Micronesian",Megapodius laperouse,E,70.32,"507,420.37",96.80%
318,"Watercress, Gambel's",Rorippa gambellii,E,69.0,"507,489.37",96.82%
319,"Broom, San Clemente Island",Lotus dendroideus traskiae,E,68.5,"507,557.87",96.83%
320,"Indian paintbrush, San Clemente Island",Castilleja grisea,E,68.5,"507,626.37",96.84%
321,"Clover, running buffalo",Trifolium stoloniferum,E,68.17,"507,694.55",96.86%
322,"Vole, Amargosa",Microtus californicus scirpensis,E,68.0,"507,762.55",96.87%
323,"Cavefish, Alabama",Speoplatyrhinus poulsoni,E,68.0,"507,830.55",96.88%
324,"Milk-vetch, Braunton's",Astragalus brauntonii,E,67.64,"507,898.19",96.89%
325,"Grass, Eureka Dune",Swallenia alexandrae,E,67.5,"507,965.69",96.91%
326,"Manzanita, Morro",Arctostaphylos morroensis,T,67.5,"508,033.19",96.92%
327,"Spinedace, White River",Lepidomeda albivallis,E,67.2,"508,100.39",96.93%
328,"Shrimp, Alabama cave",Palaemonias alabamae,E,67.0,"508,167.39",96.95%
329,"Dudleyea, Santa Monica Mountains",Dudleya cymosa ovatifolia,T,67.0,"508,234.39",96.96%
330,"Milk-vetch, coastal dunes",Astragalus tener titi,E,67.0,"508,301.39",96.97%
331,"Potentilla, Hickman's",Potentilla hickmanii,E,67.0,"508,368.39",96.98%
332,"Liveforever, Santa Barbara Island",Dudleya traskiae,E,66.5,"508,434.89",97.00%
333,"Sucker, Santa Ana",Catostomus santaanae,T,66.04,"508,500.93",97.01%
334,"Akepa, Maui",Loxops coccineus ochraceus,E,66.0,"508,566.93",97.02%
335,"Grasshopper, Zayante band-winged",Trimerotropis infantilis,E,66.0,"508,632.93",97.03%
336,"Clarkia, Pismo",Clarkia speciosa immaculata,E,66.0,"508,698.93",97.05%
337,"Evening-primrose, San Benito",Camissonia benitensis,T,66.0,"508,764.93",97.06%
338,"Milk-vetch, Fish Slough",Astragalus lentiginosus piscinensis,T,66.0,"508,830.93",97.07%
339,"Mountain balm, Indian Knob",Eriodictyon altissimum,E,66.0,"508,896.93",97.09%
340,"Seablite, California",Suaeda californica,E,66.0,"508,962.93",97.10%
341,"Thistle, Chorro Creek bog",Cirsium fontinale obispoense,E,66.0,"509,028.93",97.11%
342,"Cypress, Santa Cruz",Cupressus abramsiana,E,66.0,"509,094.93",97.12%
343,"Dudleya, Conejo",Dudleya abramsii parva,T,65.25,"509,160.18",97.14%
344,"Beetle, Mount Hermon June",Polyphylla barbata,E,65.0,"509,225.18",97.15%
345,"Clover, Monterey",Trifolium trichocalyx,E,65.0,"509,290.18",97.16%
346,"Dudleya, marcescent",Dudleya cymosa marcescens,T,65.0,"509,355.18",97.17%
347,"Dudleya, Verity's",Dudleya verityi,T,65.0,"509,420.18",97.18%
348,"Gilia, Monterey",Gilia tenuiflora arenaria,E,65.0,"509,485.18",97.20%
349,"Milk-vetch, Lane Mountain",Astragalus jaegerianus,E,65.0,"509,550.18",97.21%
350,"Spineflower, Ben Lomond",Chorizanthe pungens hartwegiana,E,65.0,"509,615.18",97.22%
351,"Wallflower, Ben Lomond",Erysimum teretifolium,E,65.0,"509,680.18",97.23%
352,"Cypress, Gowen",Cupressus goveniana goveniana,T,65.0,"509,745.18",97.25%
353,"Butterfly, Quino checkerspot",Euphydryas editha quino,E,64.93,"509,810.10",97.26%
354,"Honeycreeper, crested",Palmeria dolei,E,63.3,"509,873.40",97.27%
355,"Taraxacum, California",Taraxacum californicum,E,63.29,"509,936.69",97.28%
356,"Button-celery, San Diego",Eryngium aristulatum parishii,E,63.18,"509,999.87",97.30%
357,"Navarretia, spreading",Navarretia fossalis,T,63.11,"510,062.98",97.31%
358,"Mustard, slender-petaled",Thelypodium stenopetalum,E,63.0,"510,125.98",97.32%
359,"Pentachaeta, white-rayed",Pentachaeta bellidiflora,E,63.0,"510,188.98",97.33%
360,"Gerardia, sandplain",Agalinis acuta,E,62.76,"510,251.74",97.34%
361,"Ziziphus, Florida",Ziziphus celata,E,62.54,"510,314.27",97.36%
362,"Aster, decurrent false",Boltonia decurrens,T,60.53,"510,374.81",97.37%
363,"Bear-poppy, dwarf",Arctomecon humilis,E,60.2,"510,435.01",97.38%
364,"Dace, Moapa",Moapa coriacea,E,58.2,"510,493.21",97.39%
365,"Spider, spruce-fir moss",Microhexura montivaga,E,57.3,"510,550.51",97.40%
366,"Bluegrass, San Bernardino",Poa atropurpurea,E,57.29,"510,607.80",97.41%
367,"Springfish, Railroad Valley",Crenichthys nevadae,T,57.2,"510,665.00",97.42%
368,"Cactus, Chisos Mtn. hedgehog",Echinocereus chisoensis chisoensis,T,57.0,"510,722.00",97.43%
369,"Silversword, Mauna Loa",Argyroxiphium kauense,E,56.93,"510,778.92",97.44%
370,"Spiraea, Virginia",Spiraea virginiana,T,56.82,"510,835.74",97.45%
371,"Ambersnail, Kanab",Oxyloma haydeni kanabensis,E,56.65,"510,892.39",97.47%
372,"Gambusia, Pecos",Gambusia nobilis,E,55.39,"510,947.78",97.48%
373,"Coneflower, smooth",Echinacea laevigata,E,55.04,"511,002.82",97.49%
374,"Buckwheat, Ione",Eriogonum apricum,E,54.9,"511,057.72",97.50%
375,"Chub, Pahranagat roundtail",Gila robusta jordani,E,54.7,"511,112.42",97.51%
376,"Mesa-mint, San Diego",Pogogyne abramsii,E,54.5,"511,166.92",97.52%
377,"Butterfly, bay checkerspot",Euphydryas editha bayensis,T,54.5,"511,221.42",97.53%
378,"Lupine, clover",Lupinus tidestromii,E,54.5,"511,275.92",97.54%
379,"Centaury, spring-loving",Centaurium namophilum,T,54.0,"511,329.92",97.55%
380,"Sunflower, Eggert's",Helianthus eggertii,T,53.8,"511,383.72",97.56%
381,"Pimpleback, orangefoot",Plethobasus cooperianus,E,53.72,"511,437.44",97.57%
382,"Akepa, Hawaii",Loxops coccineus coccineus,E,53.2,"511,490.64",97.58%
383,"Creeper, Hawaii",Oreomystis mana,E,53.2,"511,543.84",97.59%
384,"Dace, desert",Eremichthys acros,T,53.2,"511,597.04",97.60%
385,"Poolfish, Pahrump",Empetrichthys latos,E,53.2,"511,650.24",97.61%
386,"Moccasinshell, Alabama",Medionidus acutissimus,T,52.78,"511,703.02",97.62%
387,"Sucker, June",Chasmistes liorus,E,52.7,"511,755.72",97.63%
388,"Clubshell, southern",Pleurobema decisum,E,52.55,"511,808.27",97.64%
389,"Checker-mallow, pedate",Sidalcea pedata,E,52.0,"511,860.27",97.65%
390,"Snail, Iowa Pleistocene",Discus macclintocki,E,51.37,"511,911.64",97.66%
391,"Gumplant, Ash Meadows",Grindelia fraxino-pratensis,T,51.0,"511,962.64",97.67%
392,"Sunray, Ash Meadows",Enceliopsis nudicaulis corrugata,T,51.0,"512,013.64",97.68%
393,"Springfish, Hiko White River",Crenichthys baileyi grandis,E,50.7,"512,064.34",97.69%
394,"Butterfly, mission blue",Icaricia icarioides missionensis,E,50.5,"512,114.84",97.70%
395,Akiapola`au,Hemignathus munroi,E,49.2,"512,164.04",97.71%
396,"Salamander, Sonoran tiger",Ambystoma tigrinum stebbinsi,E,49.1,"512,213.14",97.72%
397,"Milkweed, Welsh's",Asclepias welshii,T,48.09,"512,261.23",97.73%
398,"Turtle, flattened musk",Sternotherus depressus,T,48.0,"512,309.23",97.74%
399,"Manzanita, Ione",Arctostaphylos myrtifolia,T,47.7,"512,356.93",97.75%
400,"Kite, Everglade snail",Rostrhamus sociabilis plumbeus,E,47.46,"512,404.40",97.75%
401,"Duck, Laysan",Anas laysanensis,E,47.0,"512,451.40",97.76%
402,"Water-umbel, Huachuca",Lilaeopsis schaffneriana recurva,E,46.39,"512,497.78",97.77%
403,"Pitcher-plant, green",Sarracenia oreophila,E,46.1,"512,543.88",97.78%
404,"Tiger beetle, northeastern beach",Cicindela dorsalis dorsalis,T,45.83,"512,589.71",97.79%
405,Koki`o,Kokia drynarioides,E,45.75,"512,635.46",97.80%
406,"Rock-cress, shale barren",Arabis serotina,E,45.55,"512,681.02",97.81%
407,Jaguar,Panthera onca,E,45.42,"512,726.44",97.82%
408,"Pocketbook, speckled",Lampsilis streckeri,E,45.3,"512,771.74",97.82%
409,"Chub, Hutton tui",Gila bicolor ssp.,T,45.1,"512,816.84",97.83%
410,"Darter, Niangua",Etheostoma nianguae,T,45.0,"512,861.84",97.84%
411,"Torreya, Florida",Torreya taxifolia,E,45.0,"512,906.84",97.85%
412,"Catspaw, white",Epioblasma obliquata perobliqua,E,44.0,"512,950.84",97.86%
413,"Bird's-beak, soft",Cordylanthus mollis mollis,E,44.0,"512,994.84",97.87%
414,Uhiuhi,Caesalpinia kavaiense,E,43.98,"513,038.82",97.88%
415,"Dace, Ash Meadows speckled",Rhinichthys osculus nevadensis,E,43.7,"513,082.52",97.88%
416,"Cactus, Sneed pincushion",Coryphantha sneedii sneedii,E,43.62,"513,126.14",97.89%
417,"Darter, boulder",Etheostoma wapiti,E,43.5,"513,169.64",97.90%
418,"Dace, Clover Valley speckled",Rhinichthys osculus oligoporus,E,43.2,"513,212.84",97.91%
419,"Dace, Independence Valley speckled",Rhinichthys osculus lethoporus,E,43.2,"513,256.04",97.92%
420,"Pupfish, Warm Springs",Cyprinodon nevadensis pectoralis,E,43.2,"513,299.24",97.92%
421,"Niterwort, Amargosa",Nitrophila mohavensis,E,43.0,"513,342.24",97.93%
422,Ocelot,Leopardus pardalis,E,42.7,"513,384.94",97.94%
423,"Buckwheat, steamboat",Eriogonum ovalifolium williamsiae,E,42.0,"513,426.94",97.95%
424,"Mucket, orangenacre",Lampsilis perovalis,T,41.92,"513,468.86",97.96%
425,"Hawk, Hawaiian",Buteo solitarius,E,41.71,"513,510.56",97.97%
426,"Amphipod, Illinois cave",Gammarus acherondytes,E,41.68,"513,552.24",97.97%
427,`aiea,Nothocestrum breviflorum,E,41.35,"513,593.59",97.98%
428,"Madtom, smoky",Noturus baileyi,E,41.2,"513,634.79",97.99%
429,"Sunflower, Schweinitz's",Helianthus schweinitzii,E,41.15,"513,675.94",98.00%
430,"Naucorid, Ash Meadows",Ambrysus amargosus,T,41.0,"513,716.94",98.00%
431,"Blazingstar, Ash Meadows",Mentzelia leucophylla,T,41.0,"513,757.94",98.01%
432,"Ivesia, Ash Meadows",Ivesia kingii eremica,T,41.0,"513,798.94",98.02%
433,"Milk-vetch, Ash meadows",Astragalus phoenix,T,41.0,"513,839.94",98.03%
434,"Shiner, Cahaba",Notropis cahabae,E,40.86,"513,880.80",98.04%
435,"Thistle, Suisun",Cirsium hydrophilum hydrophilum,E,40.5,"513,921.30",98.04%
436,"Clubshell, ovate",Pleurobema perovatum,E,39.75,"513,961.06",98.05%
437,"Shrimp, California freshwater",Syncaris pacifica,E,39.7,"514,000.76",98.06%
438,"Hypericum, highlands scrub",Hypericum cumulicola,E,39.29,"514,040.05",98.07%
439,"Spinedace, Little Colorado",Lepidomeda vittata,T,38.68,"514,078.73",98.07%
440,"Mouse, Key Largo cotton",Peromyscus gossypinus allapaticola,E,38.0,"514,116.73",98.08%
441,"Rabbit, Lower Keys marsh",Sylvilagus palustris hefneri,E,38.0,"514,154.73",98.09%
442,"Bush-mallow, San Clemente Island",Malacothamnus clementinus,E,37.83,"514,192.56",98.10%
443,"Larkspur, San Clemente Island",Delphinium variegatum kinkiense,E,37.83,"514,230.40",98.10%
444,"Rockcress, Santa Cruz Island",Sibara filifolia,E,37.83,"514,268.23",98.11%
445,"Woodland-star, San Clemente Island",Lithophragma maximum,E,37.83,"514,306.06",98.12%
446,"Milkweed, Mead's",Asclepias meadii,T,37.5,"514,343.56",98.12%
447,"Manzanita, Del Mar",Arctostaphylos glandulosa crassifolia,E,37.23,"514,380.79",98.13%
448,"Turtle, Alabama red-belly",Pseudemys alabamensis,E,36.71,"514,417.49",98.14%
449,"Rattlesnake, New Mexican ridge-nosed",Crotalus willardi obscurus,T,36.5,"514,453.99",98.15%
450,"Bladderpod, Zapata",Lesquerella thamnophila,E,36.0,"514,489.99",98.15%
451,"Crocodile, American",Crocodylus acutus,E,35.64,"514,525.63",98.16%
452,Hala pepe,Pleomele hawaiiensis,E,35.63,"514,561.25",98.17%
453,"Darter, fountain",Etheostoma fonticola,E,35.4,"514,596.65",98.17%
454,"Frankenia, Johnston's",Frankenia johnstonii,E,35.0,"514,631.65",98.18%
455,"Wire-lettuce, Malheur",Stephanomeria malheurensis,E,35.0,"514,666.65",98.19%
456,"Mouse, Choctawhatchee beach",Peromyscus polionotus allophrys,E,34.55,"514,701.20",98.19%
457,"Cavefish, Ozark",Amblyopsis rosae,T,34.4,"514,735.60",98.20%
458,"Spinymussel, James",Pleurobema collina,E,33.79,"514,769.39",98.21%
459,"Dropwort, Canby's",Oxypolis canbyi,E,33.71,"514,803.10",98.21%
460,Nanu,Gardenia mannii,E,33.68,"514,836.78",98.22%
461,"Sunburst, Hartweg's golden",Pseudobahia bahiifolia,E,33.5,"514,870.28",98.22%
462,No common name,Hesperomannia arborescens,E,33.43,"514,903.70",98.23%
463,No common name,Silene hawaiiensis,T,33.3,"514,937.00",98.24%
464,"Ladies'-tresses, Navasota",Spiranthes parksii,E,33.0,"514,970.00",98.24%
465,"Phlox, Texas trailing",Phlox nivalis texensis,E,32.9,"515,002.90",98.25%
466,"Thornmint, San Diego",Acanthomintha ilicifolia,T,32.38,"515,035.28",98.26%
467,"Cactus, Unita Basin hookless",Sclerocactus glaucus,T,32.2,"515,067.48",98.26%
468,"Butterfly, El Segundo blue",Euphilotes battoides allyni,E,32.1,"515,099.58",98.27%
469,"Monarch, Tinian",Monarcha takatsukasae,T,32.0,"515,131.58",98.27%
470,"Ladies'-tresses, Canelo Hills",Spiranthes delitescens,E,31.89,"515,163.46",98.28%
471,"Grass, California Orcutt",Orcuttia californica,E,31.65,"515,195.11",98.29%
472,"Elktoe, Appalachian",Alasmidonta raveneliana,E,31.6,"515,226.72",98.29%
473,Haha,Cyanea koolauensis,E,31.55,"515,258.27",98.30%
474,No common name,Phyllostegia hirsuta,E,31.55,"515,289.82",98.30%
475,`ohe`ohe,Tetraplasandra gymnocarpa,E,31.55,"515,321.37",98.31%
476,"Brodiaea, thread-leaved",Brodiaea filifolia,T,31.54,"515,352.91",98.32%
477,"Lizard, Island night",Xantusia riversiana,T,31.0,"515,383.91",98.32%
478,"Iguana, Mona ground",Cyclura stejnegeri,T,30.8,"515,414.71",98.33%
479,"Pearlymussel, littlewing",Pegias fabula,E,30.46,"515,445.17",98.33%
480,"Tarplant, Otay",Hemizonia conjugens,T,30.35,"515,475.52",98.34%
481,"Chub, spotfin",Cyprinella monacha,T,30.26,"515,505.77",98.35%
482,"Dawn-flower, Texas prairie",Hymenoxys texana,E,30.0,"515,535.77",98.35%
483,"Poppy, Sacramento prickly",Argemone pleiacantha pinnatisecta,E,30.0,"515,565.77",98.36%
484,Alani,Melicope reflexa,E,29.88,"515,595.65",98.36%
485,Harperella,Ptilimnium nodosum,E,29.85,"515,625.50",98.37%
486,"Bat, Hawaiian hoary",Lasiurus cinereus semotus,E,29.61,"515,655.10",98.37%
487,"Madtom, yellowfin",Noturus flavipinnis,T,29.2,"515,684.30",98.38%
488,"Darter, snail",Percina tanasi,T,28.91,"515,713.21",98.39%
489,"Pupfish, Comanche Springs",Cyprinodon elegans,E,28.5,"515,741.71",98.39%
490,"Salamander, desert slender",Batrachoseps aridus,E,28.2,"515,769.91",98.40%
491,"Orcutt grass, slender",Orcuttia tenuis,T,28.2,"515,798.11",98.40%
492,"Pennyroyal, Todsen's",Hedeoma todsenii,E,28.0,"515,826.11",98.41%
493,"Sand-verbena, large-fruited",Abronia macrocarpa,E,28.0,"515,854.11",98.41%
494,"Dace, blackside",Phoxinus cumberlandensis,T,27.95,"515,882.06",98.42%
495,Wawae`iole,Huperzia mannii,E,27.45,"515,909.51",98.42%
496,"Bladderpod, white",Lesquerella pallida,E,27.2,"515,936.71",98.43%
497,"Joint-vetch, sensitive",Aeschynomene virginica,T,27.14,"515,963.86",98.43%
498,Kauila,Colubrina oppositifolia,E,27.13,"515,990.98",98.44%
499,Ohai,Sesbania tomentosa,E,27.0,"516,017.98",98.44%
500,"Barberry, Nevin's",Berberis nevinii,E,26.79,"516,044.77",98.45%
501,"Darter, duskytail",Etheostoma percnurum,E,26.5,"516,071.27",98.45%
502,"Spineflower, slender-horned",Dodecahema leptoceras,E,26.46,"516,097.73",98.46%
503,"Goldfields, Burke's",Lasthenia burkei,E,26.1,"516,123.83",98.46%
504,"Meadowfoam, Sebastopol",Limnanthes vinculans,E,26.1,"516,149.93",98.47%
505,"Sunshine, Sonoma",Blennosperma bakeri,E,26.1,"516,176.03",98.47%
506,"Combshell, Cumberlandian",Epioblasma brevidens,E,26.07,"516,202.10",98.48%
507,"Rosemary, Cumberland",Conradina verticillata,T,26.0,"516,228.10",98.48%
508,"Warbler, nightingale reed",Acrocephalus luscinia,E,25.93,"516,254.02",98.49%
509,"Pocketbook, finelined",Lampsilis altilis,T,25.83,"516,279.85",98.49%
510,"Butterweed, Layne's",Senecio layneae,T,25.7,"516,305.55",98.50%
511,"Mouse, southeastern beach",Peromyscus polionotus niveiventris,T,25.54,"516,331.09",98.50%
512,"Monkeyface, Cumberland",Quadrula intermedia,E,25.48,"516,356.57",98.51%
513,"Bladderpod, kodachrome",Lesquerella tumulosa,E,25.2,"516,381.77",98.51%
514,"Dace, Foskett speckled",Rhinichthys osculus ssp.,T,25.1,"516,406.87",98.52%
515,Haha,Cyanea acuminata,E,25.05,"516,431.92",98.52%
516,No common name,Viola oahuensis,E,25.05,"516,456.97",98.53%
517,No common name,Sanicula purpurea,E,25.05,"516,482.02",98.53%
518,"Onion, Munz's",Allium munzii,E,25.05,"516,507.07",98.54%
519,No common name,Pteris lidgatei,E,25.05,"516,532.12",98.54%
520,"Pearlymussel, birdwing",Conradilla caelata,E,25.0,"516,557.12",98.55%
521,"Crownbeard, big-leaved",Verbesina dissita,T,24.85,"516,581.97",98.55%
522,"Mussel, oyster",Epioblasma capsaeformis,E,24.85,"516,606.81",98.56%
523,Fanshell,Cyprogenia stegaria,E,24.7,"516,631.51",98.56%
524,"Bankclimber, purple",Elliptoideus sloatianus,T,24.61,"516,656.12",98.57%
525,"Silversword, Mauna Kea",Argyroxiphium sandwicense sandwicense,E,24.58,"516,680.69",98.57%
526,"Whipsnake, Alameda",Masticophis lateralis euryxanthus,T,24.5,"516,705.19",98.57%
527,"Alopecurus, Sonoma",Alopecurus aequalis sonomensis,E,24.5,"516,729.69",98.58%
528,"Riffleshell, tan",Epioblasma florentina walkeri,E,24.29,"516,753.99",98.58%
529,"Skullcap, large-flowered",Scutellaria montana,E,24.2,"516,778.19",98.59%
530,"Milk-vetch, triple-ribbed",Astragalus tricarinatus,E,24.1,"516,802.29",98.59%
531,"Pigtoe, heavy",Pleurobema taitianum,E,24.07,"516,826.36",98.60%
532,"Pigtoe, southern",Pleurobema georgianum,E,24.0,"516,850.36",98.60%
533,"Milk-vetch, Peirson's",Astragalus magdalenae peirsonii,T,24.0,"516,874.36",98.61%
534,"Ma`o hau hele, (=native yellow hibiscus)",Hibiscus brackenridgei,E,23.88,"516,898.24",98.61%
535,"Heartleaf, dwarf-flowered",Hexastylis naniflora,T,23.87,"516,922.11",98.62%
536,"Woolly-star, Santa Ana River",Eriastrum densifolium sanctorum,E,23.79,"516,945.90",98.62%
537,No common name,Vigna o-wahuensis,E,23.63,"516,969.52",98.63%
538,`oha wai,Clermontia lindseyana,E,23.63,"516,993.15",98.63%
539,"Lily, Minnesota dwarf trout",Erythronium propullans,E,23.5,"517,016.65",98.63%
540,"Spineflower, Orcutt's",Chorizanthe orcuttiana,E,23.5,"517,040.15",98.64%
541,"Monardella, willowy",Monardella linoides viminea,E,23.38,"517,063.52",98.64%
542,"Bean, Cumberland",Villosa trabalis,E,23.24,"517,086.76",98.65%
543,"Squirrel, Carolina northern flying",Glaucomys sabrinus coloratus,E,23.0,"517,109.76",98.65%
544,"Shiner, blue",Cyprinella caerulea,T,22.99,"517,132.75",98.66%
545,"Baccharis, Encinitas",Baccharis vanessae,T,22.6,"517,155.35",98.66%
546,"Penstemon, blowout",Penstemon haydenii,E,22.5,"517,177.85",98.66%
547,Haha,Cyanea hamatiflora carlsonii,E,22.2,"517,200.05",98.67%
548,"Milk-vetch, Coachella Valley",Astragalus lentiginosus coachellae,E,22.1,"517,222.15",98.67%
549,"Cactus, Siler pincushion",Pediocactus sileri,T,22.03,"517,244.18",98.68%
550,"Moth, Blackburn's sphinx",Manduca blackburni,E,22.0,"517,266.18",98.68%
551,"Bluecurls, Hidden Lake",Trichostema austromontanum compactum,T,22.0,"517,288.18",98.69%
552,"Ceanothus, Vail Lake",Ceanothus ophiochilus,T,22.0,"517,310.18",98.69%
553,"Crownscale, San Jacinto Valley",Atriplex coronata notatior,E,22.0,"517,332.18",98.69%
554,"Flannelbush, Mexican",Fremontodendron mexicanum,E,22.0,"517,354.18",98.70%
555,"Liveforever, Laguna Beach",Dudleya stolonifera,T,22.0,"517,376.18",98.70%
556,"Mesa-mint, Otay",Pogogyne nudiuscula,E,22.0,"517,398.18",98.71%
557,"Mountain-mahogany, Catalina Island",Cercocarpus traskiae,E,22.0,"517,420.18",98.71%
558,"Oxytheca, cushenbury",Oxytheca parishii goodmaniana,E,22.0,"517,442.18",98.72%
559,Haha,Cyanea shipmannii,E,21.93,"517,464.11",98.72%
560,`oha wai,Clermontia pyrularia,E,21.88,"517,485.98",98.72%
561,"Prairie-clover, leafy",Dalea foliosa,E,21.8,"517,507.78",98.73%
562,"Moth, Kern primrose sphinx",Euproserpinus euterpe,T,21.69,"517,529.47",98.73%
563,"Vetch, Hawaiian",Vicia menziesii,E,21.58,"517,551.05",98.74%
564,"Pocketbook, Ouachita rock",Arkansia wheeleri,E,21.5,"517,572.55",98.74%
565,"Butterfly, Lange's metalmark",Apodemia mormo langei,E,21.5,"517,594.05",98.74%
566,"Clarkia, Springville",Clarkia springvillensis,T,21.5,"517,615.55",98.75%
567,"Mallow, Kern",Eremalche kernensis,E,21.5,"517,637.05",98.75%
568,Wireweed,Polygonella basiramia,E,21.48,"517,658.53",98.76%
569,"Pearlymussel, dromedary",Dromus dromas,E,21.48,"517,680.01",98.76%
570,"Cactus, Winkler",Pediocactus winkleri,T,21.2,"517,701.21",98.76%
571,"Cactus, Wright fishhook",Sclerocactus wrightiae,E,21.2,"517,722.41",98.77%
572,"Wooly-threads, San Joaquin",Lembertia congdonii,E,21.19,"517,743.60",98.77%
573,"Cactus, Brady pincushion",Pediocactus bradyi,E,21.14,"517,764.74",98.78%
574,Kiponapona,Phyllostegia racemosa,E,21.13,"517,785.87",98.78%
575,"Bladderpod, Spring Creek",Lesquerella perforata,E,21.0,"517,806.87",98.78%
576,"Woolly-star, Hoover's",Eriastrum hooveri,T,21.0,"517,827.87",98.79%
577,"Plum, scrub",Prunus geniculata,E,20.68,"517,848.55",98.79%
578,Popolo ku mai,Solanum incompletum,E,20.56,"517,869.11",98.80%
579,No common name,Geocarpon minimum,T,20.4,"517,889.51",98.80%
580,Nioi,Eugenia koolauensis,E,20.38,"517,909.89",98.80%
581,"Grass, Tennessee yellow-eyed",Xyris tennesseensis,E,20.3,"517,930.19",98.81%
582,No common name,Alsinidendron trinerve,E,20.23,"517,950.41",98.81%
583,"Darter, bluemask",Etheostoma sp.,E,20.0,"517,970.41",98.82%
584,"Three-ridge, fat",Amblema neislerii,E,20.0,"517,990.41",98.82%
585,"Snail, armored",Pyrgulopsis pachyta,E,20.0,"518,010.41",98.82%
586,"Crayfish, Nashville",Orconectes shoupi,E,20.0,"518,030.41",98.83%
587,"Spurge, deltoid",Chamaesyce deltoidea deltoidea,E,20.0,"518,050.41",98.83%
588,Haha,Cyanea crispa,E,19.58,"518,069.99",98.84%
589,Ha`iwale,Cyrtandra viridiflora,E,19.58,"518,089.56",98.84%
590,"Pigtoe, Cumberland",Pleurobema gibberum,E,19.5,"518,109.06",98.84%
591,"Butterfly, Behren's silverspot",Speyeria zerene behrensii,E,19.5,"518,128.56",98.85%
592,`akoko,Euphorbia haeleeleana,E,19.43,"518,147.99",98.85%
593,Haha,Cyanea grimesiana grimesiana,E,19.35,"518,167.34",98.85%
594,Ha`iwale,Cyrtandra subumbellata,E,19.35,"518,186.69",98.86%
595,No common name,Lobelia gaudichaudii koolauensis,E,19.35,"518,206.04",98.86%
596,No common name,Phyllostegia kaalaensis,E,19.35,"518,225.39",98.86%
597,"Aster, Florida golden",Chrysopsis floridana,E,19.19,"518,244.58",98.87%
598,"Turtle, ringed map",Graptemys oculifera,T,19.08,"518,263.66",98.87%
599,"Cactus, Kuenzler hedgehog",Echinocereus fendleri kuenzleri,E,19.06,"518,282.71",98.88%
600,Haha,Cyanea st-johnii,E,18.95,"518,301.66",98.88%
601,"Pearlymussel, white wartyback",Plethobasus cicatricosus,E,18.92,"518,320.58",98.88%
602,"Gambusia, Big Bend",Gambusia gaigei,E,18.9,"518,339.48",98.89%
603,Aupaka,Isodendrion laurifolium,E,18.55,"518,358.03",98.89%
604,"Butterfly, lotis blue",Lycaeides argyrognomon lotis,E,18.5,"518,376.53",98.89%
605,"Evening-primrose, Antioch Dunes",Oenothera deltoides howellii,E,18.5,"518,395.03",98.90%
606,No common name,Neraudia sericea,E,18.5,"518,413.53",98.90%
607,"Spineflower, Sonoma",Chorizanthe valida,E,18.5,"518,432.03",98.90%
608,"Spinymussel, Tar River",Elliptio steinstansana,E,18.3,"518,450.33",98.91%
609,Ko`oloa`ula,Abutilon menziesii,E,18.23,"518,468.56",98.91%
610,"Daisy, Maguire",Erigeron maguirei,T,18.2,"518,486.76",98.91%
611,No common name,Abutilon sandwicense,E,18.1,"518,504.86",98.92%
612,No common name,Phyllostegia mollis,E,18.1,"518,522.96",98.92%
613,Opuhe,Urera kaalae,E,18.1,"518,541.06",98.92%
614,"Chub, Sonora",Gila ditaenia,T,18.0,"518,559.06",98.93%
615,"Campion, fringed",Silene polypetala,E,18.0,"518,577.06",98.93%
616,"Prickly-apple, fragrant",Cereus eriophorus fragrans,E,18.0,"518,595.06",98.94%
617,"Gardenia, Hawaiian",Gardenia brighamii,E,17.88,"518,612.93",98.94%
618,"Coneflower, Tennessee purple",Echinacea tennesseensis,E,17.8,"518,630.73",98.94%
619,"Diellia, asplenium-leaved",Diellia erecta,E,17.8,"518,648.53",98.95%
620,Ma`oli`oli,Schiedea apokremnos,E,17.7,"518,666.23",98.95%
621,"Pink, swamp",Helonias bullata,T,17.65,"518,683.88",98.95%
622,Ring pink,Obovaria retusa,E,17.62,"518,701.51",98.96%
623,"Butterfly, Schaus swallowtail",Heraclides aristodemus ponceanus,E,17.58,"518,719.09",98.96%
624,Kauai hau kuahiwi,Hibiscadelphus distans,E,17.53,"518,736.61",98.96%
625,"Fiddleneck, large-flowered",Amsinckia grandiflora,E,17.5,"518,754.11",98.97%
626,"Layia, beach",Layia carnosa,E,17.5,"518,771.61",98.97%
627,No common name,Phyllostegia parviflora,E,17.5,"518,789.11",98.97%
628,No common name,Ternstroemia subsessilis,E,17.5,"518,806.61",98.98%
