RANK,SPECIES NAME (50 CFR PART 17),SCIENTIFIC NAME,STATUS,"SPECIESTOTAL ($000)","CUMULATIVETOTAL","CUMULATIVEPERCENT"
970,"Lousewort, Furbish",Pedicularis furbishiae,E,10.76,"523,403.07",99.85%
971,"Pearlshell, Louisiana",Margaritifera hembeli,T,10.63,"523,413.69",99.85%
972,"Puma, eastern",Puma concolor couguar,E,10.3,"523,423.99",99.86%
973,"Pigtoe, dark",Pleurobema furvum,E,10.28,"523,434.27",99.86%
974,"Darter, bayou",Etheostoma rubrum,T,10.2,"523,444.47",99.86%
975,"Milk-vetch, Jesup's",Astragalus robbinsii jesupi,E,9.6,"523,454.07",99.86%
976,"Snail, flat-spired three-toothed",Triodopsis platysayoides,T,9.4,"523,463.47",99.86%
977,"Milk-vetch, Sentry",Astragalus cremnophylax cremnophylax,E,9.39,"523,472.86",99.87%
978,"Lichen, rock gnome",Gymnoderma lineare,E,9.05,"523,481.91",99.87%
979,"Coqui, golden",Eleutherodactylus jasperi,T,9.0,"523,490.91",99.87%
980,"Fatmucket, Arkansas",Lampsilis powelli,T,9.0,"523,499.91",99.87%
981,"Sandwort, Cumberland",Arenaria cumberlandensis,E,9.0,"523,508.91",99.87%
982,"Boa, Virgin Islands tree",Epicrates monensis granti,E,8.5,"523,517.41",99.87%
983,"Blossom, green",Epioblasma torulosa gubernaculum,E,8.5,"523,525.91",99.88%
984,"Rock-cress, Braun's",Arabis perstellata,E,8.3,"523,534.21",99.88%
985,"Cactus, San Rafael",Pediocactus despainii,E,8.2,"523,542.41",99.88%
986,"Cactus, Arizona hedgehog",Echinocereus triglochidiatus arizonicus,E,8.11,"523,550.53",99.88%
987,"Daisy, lakeside",Hymenoxys herbacea,T,8.07,"523,558.60",99.88%
988,"Pupfish, Leon Springs",Cyprinodon bovinus,E,8.0,"523,566.60",99.88%
989,"Fern, American hart's-tongue",Asplenium scolopendrium americanum,T,8.0,"523,574.60",99.89%
990,"Woodpecker, ivory-billed",Campephilus principalis,E,7.0,"523,581.60",99.89%
991,"Chub, Yaqui",Gila purpurea,E,7.0,"523,588.60",99.89%
992,"Bladderpod, Dudley Bluffs",Lesquerella congesta,T,7.0,"523,595.60",99.89%
993,Palo de rosa,Ottoschulzia rhodoxylon,E,7.0,"523,602.60",99.89%
994,"Trillium, relict",Trillium reliquum,E,7.0,"523,609.60",99.89%
995,"Twinpod, Dudley Bluffs",Physaria obcordata,T,7.0,"523,616.60",99.89%
996,"Mouse, St. Andrew beach",Peromyscus polionotus peninsularis,E,6.53,"523,623.13",99.89%
997,"Iris, dwarf lake",Iris lacustris,T,6.5,"523,629.63",99.90%
998,"Jaguarundi, Gulf Coast",Herpailurus yagouaroundi cacomitli,E,6.3,"523,635.93",99.90%
999,"Darter, Etowah",Etheostoma etowahae,E,6.19,"523,642.12",99.90%
1000,"Cycladenia, Jones",Cycladenia humilis jonesii,T,6.09,"523,648.21",99.90%
1001,"Heelsplitter, Alabama",Potamilus inflatus,T,6.03,"523,654.24",99.90%
1002,"Hawk, Puerto Rican broad-winged",Buteo platypterus brunnescens,E,6.0,"523,660.24",99.90%
1003,"Hawk, Puerto Rican sharp-shinned",Accipiter striatus venator,E,6.0,"523,666.24",99.90%
1004,"Nightjar, Puerto Rican",Caprimulgus noctitherus,E,6.0,"523,672.24",99.90%
1005,"Turtle, Plymouth redbelly",Pseudemys rubriventris bangsi,E,6.0,"523,678.24",99.90%
1006,"Sculpin, pygmy",Cottus pygmaeus,T,6.0,"523,684.24",99.91%
1007,"Silverside, Waccamaw",Menidia extensa,T,6.0,"523,690.24",99.91%
1008,"Pigtoe, flat",Pleurobema marshalli,E,6.0,"523,696.24",99.91%
1009,"Riversnail, Anthony's",Athearnia anthonyi,E,6.0,"523,702.24",99.91%
1010,"Boxwood, Vahl's",Buxus vahlii,E,6.0,"523,708.24",99.91%
1011,Erubia,Solanum drymophilum,E,6.0,"523,714.24",99.91%
1012,"Goetzea, beautiful",Goetzea elegans,E,6.0,"523,720.24",99.91%
1013,"Meadowrue, Cooley's",Thalictrum cooleyi,E,6.0,"523,726.24",99.91%
1014,No common name,Eugenia woodburyana,E,6.0,"523,732.24",99.92%
1015,No common name,Aristida chaseae,E,6.0,"523,738.24",99.92%
1016,No common name,Daphnopsis hellerana,E,6.0,"523,744.24",99.92%
1017,"Pondweed, Little Aguja Creek",Potamogeton clystocarpus,E,6.0,"523,750.24",99.92%
1018,"Reed-mustard, Barneby",Schoenocrambe barnebyi,E,5.9,"523,756.14",99.92%
1019,"Cactus, Cochise pincushion",Coryphantha robbinsorum,T,5.89,"523,762.03",99.92%
1020,"Beaked-rush, Knieskern's",Rhynchospora knieskernii,T,5.6,"523,767.63",99.92%
1021,"Whale, blue",Balaenoptera musculus,E,5.59,"523,773.22",99.92%
1022,Guajon,Eleutherodactylus cooki,T,5.5,"523,778.72",99.92%
1023,"Isopod, Madison Cave",Antrolana lira,T,5.5,"523,784.22",99.93%
1024,Palo de jazmin,Styrax portoricensis,E,5.5,"523,789.72",99.93%
1025,"Ambrosia, south Texas",Ambrosia cheiranthifolia,E,5.4,"523,795.12",99.93%
1026,"Lampmussel, Alabama",Lampsilis virescens,E,5.2,"523,800.32",99.93%
1027,"Vole, Florida salt marsh",Microtus pennsylvanicus dukecampbelli,E,5.0,"523,805.32",99.93%
1028,Stirrupshell,Quadrula stapes,E,5.0,"523,810.32",99.93%
1029,"Snail, painted snake coiled forest",Anguispira picta,T,5.0,"523,815.32",99.93%
1030,"Cactus, Mesa Verde",Sclerocactus mesae-verdae,T,5.0,"523,820.32",99.93%
1031,Cobana negra,Stahlia monosperma,T,5.0,"523,825.32",99.93%
1032,"Heather, mountain golden",Hudsonia montana,T,5.0,"523,830.32",99.93%
1033,"Higo, chumbo",Harrisia portoricensis,T,5.0,"523,835.32",99.93%
1034,"Manaca, palma de",Calyptronoma rivalis,T,5.0,"523,840.32",99.94%
1035,No common name,Leptocereus grantianus,E,5.0,"523,845.32",99.94%
1036,No common name,Schoepfia arenaria,T,5.0,"523,850.32",99.94%
1037,Palo de nigua,Cornutia obovata,E,5.0,"523,855.32",99.94%
1038,"Darter, Cherokee",Etheostoma scotti,T,4.99,"523,860.31",99.94%
1039,"Whale, finback",Balaenoptera physalus,E,4.86,"523,865.17",99.94%
1040,"Arrowhead, bunched",Sagittaria fasciculata,E,4.83,"523,870.00",99.94%
1041,Catspaw,Epioblasma obliquata obliquata,E,4.78,"523,874.78",99.94%
1042,"Shiner, palezone",Notropis albizonatus,E,4.75,"523,879.53",99.94%
1043,"Pocketbook, shinyrayed",Lampsilis subangulata,E,4.69,"523,884.22",99.94%
1044,"Blue-star, Kearney's",Amsonia kearneyana,E,4.39,"523,888.61",99.95%
1045,"Sedge, Navajo",Carex specuicola,T,4.34,"523,892.95",99.95%
1046,"Skink, sand",Neoseps reynoldsi,T,4.1,"523,897.04",99.95%
1047,"Clubshell, black",Pleurobema curtum,E,4.0,"523,901.04",99.95%
1048,"Isopod, Socorro",Thermosphaeroma thermophilus,E,4.0,"523,905.04",99.95%
1049,No common name,Vernonia proctorii,E,4.0,"523,909.04",99.95%
1050,No common name,Lyonia truncata proctorii,E,4.0,"523,913.04",99.95%
1051,No common name,Mitracarpus polycladus,E,4.0,"523,917.04",99.95%
1052,No common name,Mitracarpus maxwelliae,E,4.0,"523,921.04",99.95%
1053,No common name,Lepanthes eltoroensis,E,4.0,"523,925.04",99.95%
1054,No common name,Cordia bellonis,E,4.0,"523,929.04",99.95%
1055,Palo de ramon,Banara vanderbiltii,E,4.0,"523,933.04",99.95%
1056,"Pawpaw, Rugel's",Deeringothamnus rugelii,E,4.0,"523,937.04",99.95%
1057,"Wild-buckwheat, clay-loving",Eriogonum pelinophilum,E,4.0,"523,941.04",99.96%
1058,"Jaguarundi, Sinaloan",Herpailurus yagouaroundi tolteca,E,3.9,"523,944.94",99.96%
1059,"Pigtoe, oval",Pleurobema pyriforme,E,3.89,"523,948.83",99.96%
1060,"Whale, Sei",Balaenoptera borealis,E,3.72,"523,952.55",99.96%
1061,"Bulrush, Northeastern",Scirpus ancistrochaetus,E,3.6,"523,956.16",99.96%
1062,"Mouse, Anastasia Island beach",Peromyscus polionotus phasma,E,3.55,"523,959.71",99.96%
1063,"Blazingstar, Heller's",Liatris helleri,T,3.5,"523,963.21",99.96%
1064,"Bluet, Roan Mountain",Hedyotis purpurea montana,E,3.5,"523,966.71",99.96%
1065,"Goldenrod, Blue Ridge",Solidago spithamaea,T,3.5,"523,970.21",99.96%
1066,"Goldenrod, Houghton's",Solidago houghtonii,T,3.5,"523,973.71",99.96%
1067,No common name,Calyptranthes thomasiana,E,3.5,"523,977.21",99.96%
1068,"Reed-mustard, clay",Schoenocrambe argillacea,T,3.4,"523,980.61",99.96%
1069,"Quillwort, black spored",Isoetes melanospora,E,3.35,"523,983.96",99.96%
1070,"Ayenia, Texas",Ayenia limitaris,E,3.3,"523,987.26",99.96%
1071,"Cactus, star",Astrophytum asterias,E,3.3,"523,990.56",99.96%
1072,"Fleabane, Zuni",Erigeron rhizomatus,T,3.2,"523,993.76",99.97%
1073,"Rattleweed, hairy",Baptisia arachnifera,E,3.2,"523,996.96",99.97%
1074,"Manioc, Walker's",Manihot walkerae,E,3.1,"524,000.06",99.97%
1075,"Bobwhite, masked",Colinus virginianus ridgwayi,E,3.0,"524,003.06",99.97%
1076,"Darter, Maryland",Etheostoma sellare,E,3.0,"524,006.06",99.97%
1077,"Marstonia, royal",Pyrgulopsis ogmorhaphe,E,3.0,"524,009.06",99.97%
1078,"Snail, Chittenango ovate amber",Succinea chittenangoensis,T,3.0,"524,012.06",99.97%
1079,Bariaco,Trichilia triacantha,E,3.0,"524,015.06",99.97%
1080,"Locoweed, Fassett's",Oxytropis campestris chartacea,T,3.0,"524,018.06",99.97%
1081,No common name,Catesbaea melanocarpa,E,3.0,"524,021.06",99.97%
1082,No common name,Chamaecrista glandulosa mirabilis,E,3.0,"524,024.06",99.97%
1083,"Prickly-ash, St. Thomas",Zanthoxylum thomasianum,E,3.0,"524,027.06",99.97%
1084,"Walnut, West Indian or nogal",Juglans jamaicensis,E,3.0,"524,030.06",99.97%
1085,No common name,Tectaria estremerana,E,3.0,"524,033.06",99.97%
1086,No common name,Polystichum calderonense,E,3.0,"524,036.06",99.97%
1087,"Thistle, Sacramento Mountains",Cirsium vinaceum,T,2.92,"524,038.98",99.97%
1088,"Cinquefoil, Robbins'",Potentilla robbinsiana,E,2.9,"524,041.88",99.97%
1089,"Cactus, Nichol's Turk's head",Echinocactus horizonthalonius nicholii,E,2.89,"524,044.77",99.97%
1090,"Whale, sperm",Physeter catodon,E,2.69,"524,047.46",99.98%
1091,"Groundsel, San Francisco Peaks",Senecio franciscanus,T,2.64,"524,050.09",99.98%
1092,"Wild-buckwheat, gypsum",Eriogonum gypsophilum,T,2.55,"524,052.65",99.98%
1093,"Whale, bowhead",Balaena mysticetus,E,2.5,"524,055.15",99.98%
1094,"Boa, Mona",Epicrates monensis monensis,T,2.5,"524,057.65",99.98%
1095,"Bittercress, small-anthered",Cardamine micranthera,E,2.5,"524,060.15",99.98%
1096,"Button, Mohr's Barbara",Marshallia mohrii,T,2.5,"524,062.65",99.98%
1097,Higuero de sierra,Crescentia portoricensis,E,2.5,"524,065.15",99.98%
1098,No common name,Ilex sintenisii,E,2.5,"524,067.65",99.98%
1099,No common name,Auerodendron pauciflorum,E,2.5,"524,070.15",99.98%
1100,Uvillo,Eugenia haematocarpa,E,2.5,"524,072.65",99.98%
1101,"Pseudoscorpion, Tooth Cave",Tartarocreagris texana,E,2.4,"524,075.05",99.98%
1102,"Spider, Tooth Cave",Neoleptoneta myopica,E,2.4,"524,077.45",99.98%
1103,"Skink, bluetail mole",Eumeces egregius lividus,T,2.32,"524,079.76",99.98%
1104,"Cactus, black lace",Echinocereus reichenbachii albertii,E,2.3,"524,082.06",99.98%
1105,"Agave, Arizona",Agave arizonica,E,2.21,"524,084.28",99.98%
1106,"Seal, Guadalupe fur",Arctocephalus townsendi,T,2.2,"524,086.48",99.98%
1107,Rice rat,Oryzomys palustris natator,E,2.0,"524,088.48",99.98%
1108,"Curlew, Eskimo",Numenius borealis,E,2.0,"524,090.48",99.98%
1109,"Gecko, Monito",Sphaerodactylus micropithecus,E,2.0,"524,092.48",99.98%
1110,"Slabshell, Chipola",Elliptio chipolaensis,T,2.0,"524,094.48",99.98%
1111,"Skipper, Pawnee montane",Hesperia leonardus montana,T,2.0,"524,096.48",99.98%
1112,Capa rosa,Callicarpa ampla,E,2.0,"524,098.48",99.99%
1113,Chupacallos,Pleodendron macranthum,E,2.0,"524,100.48",99.99%
1114,"Gooseberry, Miccosukee",Ribes echinellum,T,2.0,"524,102.48",99.99%
1115,"Holly, Cook's",Ilex cookii,E,2.0,"524,104.48",99.99%
1116,No common name,Cranichis ricartii,E,2.0,"524,106.48",99.99%
1117,No common name,Gesneria pauciflora,T,2.0,"524,108.48",99.99%
1118,No common name,Myrcia paganii,E,2.0,"524,110.48",99.99%
1119,Palo colorado,Ternstroemia luquillensis,E,2.0,"524,112.48",99.99%
1120,"Peperomia, Wheeler's",Peperomia wheeleri,E,2.0,"524,114.48",99.99%
1121,"Fern, Elfin tree",Cyathea dryopteroides,E,2.0,"524,116.48",99.99%
1122,No common name,Thelypteris yaucoensis,E,2.0,"524,118.48",99.99%
1123,No common name,Thelypteris verecunda,E,2.0,"524,120.48",99.99%
1124,No common name,Thelypteris inabonensis,E,2.0,"524,122.48",99.99%
1125,No common name,Elaphoglossum serpens,E,2.0,"524,124.48",99.99%
1126,No common name,Adiantum vivesii,E,2.0,"524,126.48",99.99%
1127,"Quillwort, mat-forming",Isoetes tegetiformans,E,2.0,"524,128.48",99.99%
1128,"Water-plantain, Kral's",Sagittaria secundifolia,T,1.91,"524,130.38",99.99%
1129,"Trillium, persistent",Trillium persistens,E,1.8,"524,132.18",99.99%
1130,"Whitlow-wort, papery",Paronychia chartacea,T,1.7,"524,133.88",99.99%
1131,"Anole, Culebra Island giant",Anolis roosevelti,E,1.5,"524,135.38",99.99%
1132,"Milk-vetch, heliotrope",Astragalus montii,T,1.5,"524,136.88",99.99%
1133,"Beetle, Kretschmarr Cave mold",Texamaurops reddelli,E,1.4,"524,138.28",99.99%
1134,"Harvestman, Bee Creek Cave",Texella reddelli,E,1.4,"524,139.68",99.99%
1135,"Birch, Virginia round-leaf",Betula uber,T,1.4,"524,141.08",99.99%
1136,"Dogweed, ashy",Thymophylla tephroleuca,E,1.4,"524,142.48",99.99%
1137,"Snake, Atlantic salt marsh",Nerodia clarkii taeniata,T,1.39,"524,143.87",99.99%
1138,"Warbler, Bachman's",Vermivora bachmanii,E,1.33,"524,145.20",99.99%
1139,"Lilliput, pale",Toxolasma cylindrellus,E,1.3,"524,146.50",99.99%
1140,"Mustard, Carter's",Warea carteri,E,1.29,"524,147.79",99.99%
1141,"Beargrass, Britton's",Nolina brittoniana,E,1.21,"524,149.00",99.99%
1142,"Catfish, Yaqui",Ictalurus pricei,T,1.2,"524,150.20",99.99%
1143,"Cress, toad-flax",Schoenocrambe suffrutescens,E,1.2,"524,151.40",100.00%
1144,"Pawpaw, four-petal",Asimina tetramera,E,1.04,"524,152.44",100.00%
1145,"Polygala, tiny",Polygala smallii,E,1.04,"524,153.48",100.00%
1146,"Cladonia, Florida perforate",Cladonia perforata,E,1.04,"524,154.51",100.00%
1147,"Dace, Kendall Warm Springs",Rhinichthys osculus thermalis,E,1.0,"524,155.51",100.00%
1148,"Darter, watercress",Etheostoma nuchale,E,1.0,"524,156.51",100.00%
1149,"Springsnail, Alamosa",Tryonia alamosae,E,1.0,"524,157.51",100.00%
1150,"Butterfly, Saint Francis' satyr",Neonympha mitchellii francisci,E,1.0,"524,158.51",100.00%
1151,"Cactus, Lloyd's Mariposa",Echinomastus mariposensis,T,1.0,"524,159.51",100.00%
1152,"Cory cactus, bunched",Coryphantha ramillosa,T,1.0,"524,160.51",100.00%
1153,"Milk-vetch, Mancos",Astragalus humillimus,E,1.0,"524,161.51",100.00%
1154,"Skullcap, Florida",Scutellaria floridana,T,1.0,"524,162.51",100.00%
1155,"Spurge, Garber's",Chamaesyce garberi,T,1.0,"524,163.51",100.00%
1156,"Fern, Aleutian shield",Polystichum aleuticum,E,1.0,"524,164.51",100.00%
1157,"Snail, noonday",Mesodon clarki nantahala,T,0.95,"524,165.46",100.00%
1158,"Salamander, Texas blind",Typhlomolge rathbuni,E,0.9,"524,166.36",100.00%
1159,"Salamander, Shenandoah",Plethodon shenandoah,E,0.8,"524,167.16",100.00%
1160,Pigeon wings,Clitoria fragrans,T,0.77,"524,167.94",100.00%
1161,"Shiner, beautiful",Cyprinella formosa,T,0.7,"524,168.64",100.00%
1162,"Elimia, lacy",Elimia crenatella,T,0.68,"524,169.31",100.00%
1163,"Lioplax, cylindrical",Lioplax cyclostomaformis,E,0.68,"524,169.99",100.00%
1164,"Blazingstar, scrub",Liatris ohlingerae,E,0.61,"524,170.60",100.00%
1165,"Isopod, Lee County cave",Lirceus usdagalun,E,0.5,"524,171.10",100.00%
1166,"Beetle, Comal Springs dryopid",Stygoparnus comalensis,E,0.4,"524,171.50",100.00%
1167,"Beetle, Comal Springs riffle",Heterelmis comalensis,E,0.4,"524,171.90",100.00%
1168,"Amphipod, Peck's cave",Stygobromus pecki,E,0.4,"524,172.30",100.00%
1169,"Buckwheat, scrub",Eriogonum longifolium gnaphalifolium,T,0.39,"524,172.69",100.00%
1170,"Rocksnail, plicate",Leptoxis plicata,E,0.3,"524,172.99",100.00%
1171,"Rocksnail, round",Leptoxis ampla,T,0.3,"524,173.28",100.00%
1172,"Fringe-tree, pygmy",Chionanthus pygmaeus,E,0.29,"524,173.57",100.00%
1173,"Rosemary, short-leaved",Conradina brevifolia,E,0.29,"524,173.86",100.00%
1174,Sandlace,Polygonella myriophylla,E,0.29,"524,174.15",100.00%
1175,"Springsnail, Socorro",Pyrgulopsis neomexicana,E,0.25,"524,174.40",100.00%
1176,"Bonamia, Florida",Bonamia grandiflora,T,0.21,"524,174.61",100.00%
1177,"Shagreen, Magazine Mountain",Mesodon magazinensis,T,0.2,"524,174.81",100.00%
1178,"Buttercup, autumn",Ranunculus acriformis aestivalis,E,0.2,"524,175.01",100.00%
1179,"Milk-vetch, Deseret",Astragalus desereticus,T,0.2,"524,175.21",100.00%
1180,"Phacelia, clay",Phacelia argillacea,E,0.2,"524,175.41",100.00%
1181,"Poppy-mallow, Texas",Callirhoe scabriuscula,E,0.2,"524,175.61",100.00%
1182,"Primrose, Maguire",Primula maguirei,T,0.2,"524,175.81",100.00%
1183,"Ridge-cress, Barneby",Lepidium barnebyanum,E,0.2,"524,176.01",100.00%
1184,"Rocksnail, painted",Leptoxis taeniata,T,0.19,"524,176.21",100.00%
1185,"Polygala, Lewton's",Polygala lewtonii,E,0.13,"524,176.34",100.00%
1186,"Gourd, Okeechobee",Cucurbita okeechobeensis okeechobeensis,E,0.04,"524,176.38",100.00%
1187,"Harebells, Avon Park",Crotalaria avonensis,E,0.04,"524,176.41",100.00%
1188,"Jacquemontia, beach",Jacquemontia reclinata,E,0.04,"524,176.45",100.00%
1189,"Lupine, scrub",Lupinus aridorum,E,0.04,"524,176.49",100.00%
1190,"Mint, Garrett's",Dicerandra christmanii,E,0.04,"524,176.52",100.00%
1191,"Mint, Lakela's",Dicerandra immaculata,E,0.04,"524,176.56",100.00%
1192,"Mint, scrub",Dicerandra frutescens,E,0.04,"524,176.59",100.00%
1193,"Warea, wide-leaf",Warea amplexifolia,E,0.04,"524,176.63",100.00%
1194,"Seal, Caribbean monk",Monachus tropicalis,E,0.0,"524,176.63",100.00%
1195,Cahow,Pterodroma cahow,E,0.0,"524,176.63",100.00%
1196,"Crow, white-necked",Corvus leucognaphalus,E,0.0,"524,176.63",100.00%
1197,"Salamander, Red Hills",Phaeognathus hubrichti,T,0.0,"524,176.63",100.00%
1198,"Gambusia, Clear Creek",Gambusia heterochir,E,0.0,"524,176.63",100.00%
1199,"Gambusia, San Marcos",Gambusia georgei,E,0.0,"524,176.63",100.00%
1200,"Madtom, Scioto",Noturus trautmani,E,0.0,"524,176.63",100.00%
1201,"Moccasinshell, Ochlockonee",Medionidus simpsonianus,E,0.0,"524,176.63",100.00%
1202,"Campeloma, slender",Campeloma decampi,E,0.0,"524,176.63",100.00%
1203,"Pebblesnail, flat",Lepyrium showalteri,E,0.0,"524,176.63",100.00%
1204,"Snail, Virginia fringed mountain",Polygyriscus virginianus,E,0.0,"524,176.63",100.00%
1205,"Beetle, Coffin Cave mold",Batrisodes texanus,E,0.0,"524,176.63",100.00%
1206,"Beetle, Hungerford's crawling water",Brychius hungerfordi,E,0.0,"524,176.63",100.00%
1207,"Shrimp, Squirrel Chimney Cave",Palaemonetes cummingi,T,0.0,"524,176.63",100.00%
1208,"Beardtongue, Penland",Penstemon penlandii,E,0.0,"524,176.63",100.00%
1209,"Bellflower, Brooksville",Campanula robinsiae,E,0.0,"524,176.63",100.00%
1210,"Bladderpod, lyrate",Lesquerella lyrata,T,0.0,"524,176.63",100.00%
1211,"Cactus, Key tree",Pilosocereus robinii,E,0.0,"524,176.63",100.00%
1212,"Cactus, Lee pincushion",Coryphantha sneedii leei,T,0.0,"524,176.63",100.00%
1213,"Cactus, Nellie cory",Coryphantha minima,E,0.0,"524,176.63",100.00%
1214,"Cat's-eye, Terlingua Creek",Cryptantha crassipes,E,0.0,"524,176.63",100.00%
1215,"Irisette, white",Sisyrinchium dichotomum,E,0.0,"524,176.63",100.00%
1216,"Lead-plant, Crenulate",Amorpha crenulata,E,0.0,"524,176.63",100.00%
1217,"Leather flower, Morefield's",Clematis morefieldii,E,0.0,"524,176.63",100.00%
1218,"Milk-vetch, Osterhout",Astragalus osterhoutii,E,0.0,"524,176.63",100.00%
1219,"Milkpea, Small's",Galactia smallii,E,0.0,"524,176.63",100.00%
1220,"Mint, longspurred",Dicerandra cornutissima,E,0.0,"524,176.63",100.00%
1221,"Monkey-flower, Michigan",Mimulus glabratus michiganensis,E,0.0,"524,176.63",100.00%
1222,"Mustard, Penland alpine fen",Eutrema penlandii,T,0.0,"524,176.63",100.00%
1223,"Oak, Hinckley",Quercus hinckleyi,T,0.0,"524,176.63",100.00%
1224,"Pawpaw, beautiful",Deeringothamnus pulchellus,E,0.0,"524,176.63",100.00%
1225.0,Pelos del diablo,Aristida portoricensis,E,0.00,"524,176.63",100.00%
1226.0,"Phacelia, North Park",Phacelia formosula,E,0.00,"524,176.63",100.00%
1227.0,"Pitaya, Davis' green",Echinocereus viridiflorus davisii,E,0.00,"524,176.63",100.00%
1228.0,"Rosemary, Etonia",Conradina etonia,E,0.00,"524,176.63",100.00%
1229.0,"Roseroot, Leedy's",Sedum integrifolium leedyi,T,0.00,"524,176.63",100.00%
1230.0,Snakeroot,Eryngium cuneifolium,E,0.00,"524,176.63",100.00%
1231.0,"Sneezeweed, Virginia",Helenium virginicum,T,0.00,"524,176.63",100.00%
1232.0,"Snowbells, Texas",Styrax texanus,E,0.00,"524,176.63",100.00%
1233.0,"Spurge, telephus",Euphorbia telephioides,T,0.00,"524,176.63",100.00%
1234.0,"Water-willow, Cooley's",Justicia cooleyi,E,0.00,"524,176.63",100.00%
1235.0,"Fern, Alabama streak-sorus",Thelypteris pilosa alabamensis,T,0.00,"524,176.63",100.00%
,,,,"524,176.63",,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
