,,,(=Salmo) tshawytscha) - Snake,,,,,,,,,,,,,
,,,,River spring/summer-run ESU,,,,,,,,,,,,
,,46,,"Salmon, chinook (Oncorhynchus",,E,,"$573,924",,"$333,000",,"$906,924",,$0,,"$906,924"
,,,,,,,,,,,,,,,,
,,,(=Salmo) tshawytscha) -,,,,,,,,,,,,,
,,,,Sacramento River winter-run,,,,,,,,,,,,
,,,,ESU,,,,,,,,,,,,
,,30,,"Salmon, chinook (Oncorhynchus",,T,,$0,,"$2,313,479",,"$2,313,479",,$0,,"$2,313,479"
,,,,,,,,,,,,,,,,
,,,(=Salmo) tshawytscha) - Lower,,,,,,,,,,,,,
,,,,Columbia River ESU,,,,,,,,,,,,
,,15,,"Salmon, chinook (Oncorhynchus",,T,,$0,,"$4,979,838",,"$4,979,838",,$0,,"$4,979,838"
,,,,,,,,,,,,,,,,
,,,(=Salmo) tshawytscha) - Upper,,,,,,,,,,,,,
,,,,Willamette River ESU,,,,,,,,,,,,
,,35,,"Salmon, chinook (Oncorhynchus",,E,,$0,,"$1,744,803",,"$1,744,803",,$0,,"$1,744,803"
,,,,,,,,,,,,,,,,
,,,(=Salmo) tshawytscha) - Upper,,,,,,,,,,,,,
,,,,Columbia spring-run ESU,,,,,,,,,,,,
,,92,,"Salmon, chinook (Oncorhynchus",,T,,$0,,"$136,000",,"$136,000",,$0,,"$136,000"
,,,,,,,,,,,,,,,,
,,,(=Salmo) tshawytscha) - Central,,,,,,,,,,,,,
,,,,Valley spring-run ESU,,,,,,,,,,,,
,,36,,"Salmon, coho (Oncorhynchus",,T,,$0,,"$1,739,000",,"$1,739,000",,$0,,"$1,739,000"
,,,,,,,,,,,,,,,,
